niveau;niveaunaam;gebiedcode15;gebiednaam
8;Buurten;T94h;K-buurt Zuidwest
8;Buurten;T94i;Grunder/Koningshoef
8;Buurten;T94j;G-buurt Oost
8;Buurten;T94k;Kantershof
8;Buurten;T94l;Gooise Kant
8;Buurten;T94m;G-buurt Noord
8;Buurten;T94n;Bijlmermuseum Zuid
8;Buurten;T95a;L-buurt
8;Buurten;T95b;Gaasperpark
8;Buurten;T95c;Gaasperplas
8;Buurten;T96a;Holendrecht Noordwest
8;Buurten;T96b;Reigersbos Noord
8;Buurten;T96c;Holendrecht Oost
8;Buurten;T96d;Gaasperdam Noord
8;Buurten;T96e;Gaasperdam Zuid
8;Buurten;T96f;Reigersbos Midden
8;Buurten;T96g;Reigersbos Zuid
8;Buurten;T97a;Gein Noordwest
8;Buurten;T97b;Gein Zuidwest
8;Buurten;T97c;Gein Noordoost
8;Buurten;T97d;Gein Zuidoost
8;Buurten;T98a;Dorp Driemond
8;Buurten;T98b;Landelijk Gebied Driemond
8;Buurten;Z99z;buiten beschouwing
9;Werkgebieden 2016;bb1;Afrikahaven
9;Werkgebieden 2016;bb10;Sloterdijk I
9;Werkgebieden 2016;bb11;Sloterdijk II
9;Werkgebieden 2016;bb12;Sloterdijk III
9;Werkgebieden 2016;bb13;Heining
9;Werkgebieden 2016;bb14;Bedrijvencentrum Osdorp
9;Werkgebieden 2016;bb15;Business Park Amsterdam  Osdorp
9;Werkgebieden 2016;bb16;Overamstel
9;Werkgebieden 2016;bb17;Weespertrekvaart Amsterdam
9;Werkgebieden 2016;bb2;Atlaspark
9;Werkgebieden 2016;bb20;Amstel III bedrijven
9;Werkgebieden 2016;bb21;AMC
9;Werkgebieden 2016;bb22;Schinkel
9;Werkgebieden 2016;bb23;Medisch Centrum Slotervaart
9;Werkgebieden 2016;bb24;Bedrijvencentrum Westerpark/Food Center Amsterdam
9;Werkgebieden 2016;bb25;Landlust
9;Werkgebieden 2016;bb26;C. Douwesterrein
9;Werkgebieden 2016;bb27;NDSM/Hoge land
9;Werkgebieden 2016;bb28;Hamerstraat
9;Werkgebieden 2016;bb29;Buiksloterham/Overhoeks
9;Werkgebieden 2016;bb3;Amerikahaven
9;Werkgebieden 2016;bb30;Papaverweg/Metaalbewerkerweg
9;Werkgebieden 2016;bb31;Zamenhofstraat/Pereboomsloot
9;Werkgebieden 2016;bb32;Gembo-terrein/Nieuwendammerdijk
9;Werkgebieden 2016;bb33;Cruquius
9;Werkgebieden 2016;bb35;Zeeburgereiland
9;Werkgebieden 2016;bb36;Jan Tooropstraat
9;Werkgebieden 2016;bb37;Molukkenstraat
9;Werkgebieden 2016;bb38;Tramremise Lekstraat
9;Werkgebieden 2016;bb39;Drieburg
9;Werkgebieden 2016;bb4;Westhaven
9;Werkgebieden 2016;bb40;Havenstraatterrein/Karperweg
9;Werkgebieden 2016;bb41;Sloten Slimmeweg
9;Werkgebieden 2016;bb43;Steigereiland
9;Werkgebieden 2016;bb5;Petroleumhaven e.o.
9;Werkgebieden 2016;bb51;Amsterdam Teleport e.o.
9;Werkgebieden 2016;bb52;Amstel III kantoren
9;Werkgebieden 2016;bb53;Centrumgebied/Hoofdcentrum Zuidoost
9;Werkgebieden 2016;bb54;Overschiestraat/Riekerpolder
9;Werkgebieden 2016;bb55;Cornelis Lelylaan
9;Werkgebieden 2016;bb56;Amsterdam Fashion Centre
9;Werkgebieden 2016;bb57;werkgebieden Centrum
9;Werkgebieden 2016;bb58;Oostelijke Handelskade/Rietlandpark
9;Werkgebieden 2016;bb59;Zuidas
9;Werkgebieden 2016;bb6;Coenhaven/Vlothaven
9;Werkgebieden 2016;bb60;Jollenpad/Zuiderhof/Burgerweeshuis
9;Werkgebieden 2016;bb61;Science Park Amsterdam
9;Werkgebieden 2016;bb62;Amstelstation/De Eenhoorn
9;Werkgebieden 2016;bb65;Oude Haagseweg
9;Werkgebieden 2016;bb66;Centrale Zone Noord
9;Werkgebieden 2016;bb67;Delflandpleinbuurt
9;Werkgebieden 2016;bb68;van Diemenstraat
9;Werkgebieden 2016;bb69;Boldootstrook
9;Werkgebieden 2016;bb7;Minervahaven/Hempoint
9;Werkgebieden 2016;bb8;Vervoerscentrum
9;Werkgebieden 2016;bb9;Alfa-driehoek
9;Werkgebieden 2016;bbxx;Overig Amsterdam o.i.d.
10;Winkelgebieden 2017;W001;Haarlemmerstraat/Haarlemmerdijk e.o.
10;Winkelgebieden 2017;W002;Jordaan/Westelijke grachtengordel (excl kernstraten)
10;Winkelgebieden 2017;W003;Nieuwendijk/Damrak
10;Winkelgebieden 2017;W004;Dam/ Magna Plaza
10;Winkelgebieden 2017;W005;Kalverstraat/Heilige Weg/Rokin.
10;Winkelgebieden 2017;W006;Utrechtse straat
10;Winkelgebieden 2017;W007;Rozengracht/Raadhuisstraat
10;Winkelgebieden 2017;W008;Waterlooplein/Jodenbreestraat
10;Winkelgebieden 2017;W009;Reguliersbreestraat/Munt
10;Winkelgebieden 2017;W010;Vijzelstraat/Vijzelgracht
10;Winkelgebieden 2017;W011;Leidsestraat/ Koningsplein
10;Winkelgebieden 2017;W012;Nieuwmarktbuurt/Burgwallen (excl kernstraten)
10;Winkelgebieden 2017;W013;Oostelijke eilanden
10;Winkelgebieden 2017;W015;Spaarndammerstraat
10;Winkelgebieden 2017;W016;Tweede Nassaustraat
10;Winkelgebieden 2017;W017;Hugo de Grootplein en omgeving
10;Winkelgebieden 2017;W022;Bedrijvencentrum Westerpark
10;Winkelgebieden 2017;W024;Station Sloterdijk en omgeving
10;Winkelgebieden 2017;W025;Kinkerstraat
10;Winkelgebieden 2017;W026;Ten Katemarkt
10;Winkelgebieden 2017;W027;J.P. Heyestraat
10;Winkelgebieden 2017;W028;Bilderdijkstraat
10;Winkelgebieden 2017;W029;Overtoom en omgeving.
10;Winkelgebieden 2017;W032;Ferdinand Bolstraat, Heinekenplein e.o.
10;Winkelgebieden 2017;W033;Albert Cuypstraat,Albert Cuyp-markt
10;Winkelgebieden 2017;W034;van Woustraat en omgeving.
10;Winkelgebieden 2017;W036;Linnaeusstraat
10;Winkelgebieden 2017;W037;Dapperstraat/Dapperplein
10;Winkelgebieden 2017;W038;Eerste van Swindenstraat
10;Winkelgebieden 2017;W039;Eerste Oosterparkstraat
10;Winkelgebieden 2017;W041;Javastraat
10;Winkelgebieden 2017;W042;Molukkenstraat
10;Winkelgebieden 2017;W043;Brazilie
10;Winkelgebieden 2017;W046;Bos en Lommerweg
10;Winkelgebieden 2017;W047;Gulden Winckel-plantsoen/-markt
10;Winkelgebieden 2017;W049;Jan Evertsenstraat en omgeving
10;Winkelgebieden 2017;W050;Jan van Galenstraat
10;Winkelgebieden 2017;W051;Postjesweg
10;Winkelgebieden 2017;W053;P.C. Hooftstraat
10;Winkelgebieden 2017;W054;Beethovenstraat
10;Winkelgebieden 2017;W055;Zeilstraat/Hoofddorpplein
10;Winkelgebieden 2017;W056;Cornelis Schuytstraat
10;Winkelgebieden 2017;W057;Amstelveense weg
10;Winkelgebieden 2017;W058;Olympiaplein en omgeving.
10;Winkelgebieden 2017;W060;Schinkel (Praxis)
10;Winkelgebieden 2017;W061;Rijnstraat
10;Winkelgebieden 2017;W062;Maasstraat
10;Winkelgebieden 2017;W063;Scheldestraat
10;Winkelgebieden 2017;W065;Middenweg
10;Winkelgebieden 2017;W066;Christiaan Huygensplein
10;Winkelgebieden 2017;W068;Spaklerweg (Kwikfit, Halfords)
10;Winkelgebieden 2017;W069;Buikslotermeerplein (boven t Y)
10;Winkelgebieden 2017;W070;Mosveld/Hagedoornweg
10;Winkelgebieden 2017;W071;Waterlandplein
10;Winkelgebieden 2017;W073;de Wieken
10;Winkelgebieden 2017;W074;Klaprozenweg
10;Winkelgebieden 2017;W076;Burgemeester de Vlugtlaan/Burgemeester Fockstraat
10;Winkelgebieden 2017;W077;Plein 40-45
10;Winkelgebieden 2017;W078;Lambertus Zijlplein
10;Winkelgebieden 2017;W079;Burg. v Leeuwenlaan.
10;Winkelgebieden 2017;W083;Osdorperplein/Tussenmeer
10;Winkelgebieden 2017;W084;Osdorperban/Hoekenes
10;Winkelgebieden 2017;W085;Dijkgraafplein en omgeving
10;Winkelgebieden 2017;W086;De Aker/Dukaat
10;Winkelgebieden 2017;W088;Bedrijvencentrum Osdorp
10;Winkelgebieden 2017;W089;August AllebÃ¯Â¿Â½plein
10;Winkelgebieden 2017;W090;Johan Huizingalaan en omgeving
10;Winkelgebieden 2017;W091;Sierplein
10;Winkelgebieden 2017;W093;Delflandplein
10;Winkelgebieden 2017;W095;BelgiÃ¯Â¿Â½plein en omgeving
10;Winkelgebieden 2017;W096;Gelderlandplein
10;Winkelgebieden 2017;W097;Rooswijk
10;Winkelgebieden 2017;W099;Amsterdamse Poort
10;Winkelgebieden 2017;W100;Arena gebied
10;Winkelgebieden 2017;W101;Reigersbos
10;Winkelgebieden 2017;W103;Ganzenpoort
10;Winkelgebieden 2017;W104;Gein/Wisseloordplein
10;Winkelgebieden 2017;W105;Holendrechtplein
10;Winkelgebieden 2017;W106;IKEA Zuidoost
10;Winkelgebieden 2017;W313;Ceintuurbaan West
10;Winkelgebieden 2017;W334;De Clerqstraat
10;Winkelgebieden 2017;W335;1e Constantijn Huijgensstraat
10;Winkelgebieden 2017;W336;IJburg
10;Winkelgebieden 2017;W337;Zonneplein
10;Winkelgebieden 2017;W338;Purmerplein
10;Winkelgebieden 2017;W339;Caleido
10;Winkelgebieden 2017;W340;Albert Camuslaan eo
10;Winkelgebieden 2017;W341;Beukenplein en omgeving
10;Winkelgebieden 2017;W342;Pretoriusstraat/Pretoriusplein
10;Winkelgebieden 2017;W343;Brink Betondorp
10;Winkelgebieden 2017;W354;PDV Molukkenstraat
10;Winkelgebieden 2017;W355;PDV Villa Arena
10;Winkelgebieden 2017;W358;Woon en Bouwcentrum Westpoort
10;Winkelgebieden 2017;W370;Tussenmeer midden
10;Winkelgebieden 2017;W376;de negen straatjes
10;Winkelgebieden 2017;W377;van der Pekstraat
10;Winkelgebieden 2017;W378;Bezaanjachtplein
10;Winkelgebieden 2017;W379;de Kameleon
10;Winkelgebieden 2017;W380;Oostpoort
10;Winkelgebieden 2017;W381;Mercuriusplein
10;Winkelgebieden 2017;W382;Roelof Hartststraat/plein
10;Winkelgebieden 2017;W383;Europaplein
10;Winkelgebieden 2017;W401;Czaar Peterstraat
10;Winkelgebieden 2017;W402;Eilandenboulevard
10;Winkelgebieden 2017;W403;Warmoesstraat
10;Winkelgebieden 2017;W404;Damstraat/Hoogstraten
10;Winkelgebieden 2017;W405;Staalstraat
10;Winkelgebieden 2017;W406;Sint Anthoniesbreestraat
10;Winkelgebieden 2017;W407;Nieuwmarkt /Gelderse kade
10;Winkelgebieden 2017;W408;Zeedijk
10;Winkelgebieden 2017;W410;N. Spiegelstraat/Spiegelgracht
10;Winkelgebieden 2017;W411;Singel/Reguliersdwarsstraat
10;Winkelgebieden 2017;W412;Elandsgracht/Hazenstraat
10;Winkelgebieden 2017;W413;Leliegracht
10;Winkelgebieden 2017;W414;Herenstraat/Prinsenstraat
10;Winkelgebieden 2017;W415;2e Leliedwarsstraat/2e Anjeliersdwarsstraat
10;Winkelgebieden 2017;W416;Westerstraat
10;Winkelgebieden 2017;W417;2e Goudsbloemdwarsstraat
10;Winkelgebieden 2017;W418;Leidseplein/Max Euweplein
10;Winkelgebieden 2017;W421;Amstelstation
10;Winkelgebieden 2017;W422;Zuidplein.Station Zuid
10;Winkelgebieden 2017;W423;Centraal Station
10;Winkelgebieden 2017;W424;1e vd Helststraat
10;Winkelgebieden 2017;W425;Sarphatipark W
10;Winkelgebieden 2017;W426;van Baerlestraat
10;Winkelgebieden 2017;W427;Waddenweg/Meeuwenlaan
10;Winkelgebieden 2017;W428;Stadionplein
11;4-cijferige postcode;0;0
11;4-cijferige postcode;1011;1011
11;4-cijferige postcode;1012;1012
11;4-cijferige postcode;1013;1013
11;4-cijferige postcode;1014;1014
11;4-cijferige postcode;1015;1015
11;4-cijferige postcode;1016;1016
11;4-cijferige postcode;1017;1017
11;4-cijferige postcode;1018;1018
11;4-cijferige postcode;1019;1019
11;4-cijferige postcode;1021;1021
11;4-cijferige postcode;1022;1022
11;4-cijferige postcode;1023;1023
11;4-cijferige postcode;1024;1024
11;4-cijferige postcode;1025;1025
11;4-cijferige postcode;1026;1026
11;4-cijferige postcode;1027;1027
11;4-cijferige postcode;1028;1028
11;4-cijferige postcode;1031;1031
11;4-cijferige postcode;1032;1032
11;4-cijferige postcode;1033;1033
11;4-cijferige postcode;1034;1034
11;4-cijferige postcode;1035;1035
11;4-cijferige postcode;1036;1036
11;4-cijferige postcode;1037;1037
11;4-cijferige postcode;1041;1041
11;4-cijferige postcode;1042;1042
11;4-cijferige postcode;1043;1043
11;4-cijferige postcode;1044;1044
11;4-cijferige postcode;1045;1045
11;4-cijferige postcode;1046;1046
11;4-cijferige postcode;1047;1047
11;4-cijferige postcode;1051;1051
11;4-cijferige postcode;1052;1052
11;4-cijferige postcode;1053;1053
11;4-cijferige postcode;1054;1054
11;4-cijferige postcode;1055;1055
11;4-cijferige postcode;1056;1056
11;4-cijferige postcode;1057;1057
11;4-cijferige postcode;1058;1058
11;4-cijferige postcode;1059;1059
11;4-cijferige postcode;1060;1060
11;4-cijferige postcode;1061;1061
11;4-cijferige postcode;1062;1062
11;4-cijferige postcode;1063;1063
11;4-cijferige postcode;1064;1064
11;4-cijferige postcode;1065;1065
11;4-cijferige postcode;1066;1066
11;4-cijferige postcode;1067;1067
11;4-cijferige postcode;1068;1068
11;4-cijferige postcode;1069;1069
11;4-cijferige postcode;1071;1071
11;4-cijferige postcode;1072;1072
11;4-cijferige postcode;1073;1073
11;4-cijferige postcode;1074;1074
11;4-cijferige postcode;1075;1075
11;4-cijferige postcode;1076;1076
11;4-cijferige postcode;1077;1077
11;4-cijferige postcode;1078;1078
11;4-cijferige postcode;1079;1079
11;4-cijferige postcode;1081;1081
11;4-cijferige postcode;1082;1082
11;4-cijferige postcode;1083;1083
11;4-cijferige postcode;1086;1086
11;4-cijferige postcode;1087;1087
11;4-cijferige postcode;1091;1091
11;4-cijferige postcode;1092;1092
11;4-cijferige postcode;1093;1093
11;4-cijferige postcode;1094;1094
11;4-cijferige postcode;1095;1095
11;4-cijferige postcode;1096;1096
11;4-cijferige postcode;1097;1097
11;4-cijferige postcode;1098;1098
11;4-cijferige postcode;1101;1101
11;4-cijferige postcode;1102;1102
11;4-cijferige postcode;1103;1103
11;4-cijferige postcode;1104;1104
11;4-cijferige postcode;1105;1105
11;4-cijferige postcode;1106;1106
11;4-cijferige postcode;1107;1107
11;4-cijferige postcode;1108;1108
11;4-cijferige postcode;1109;1109
8;Buurten;M50a;Strandeiland
8;Buurten;M50b;Middeneiland Zuidoost
8;Buurten;M50c;Middeneiland Noordoost
8;Buurten;M50e;Middeneiland Noordwest
8;Buurten;M50f;Buiteneiland
9;Werkgebieden 2016;bb18;Weespertrekvaart Ouder-Amstel
9;Werkgebieden 2016;bb19;Amstel II
9;Werkgebieden 2016;bb34;Verrijn Stuart/de Sniep
9;Werkgebieden 2016;bb42;Pompstation Waterleidingen ZO
9;Werkgebieden 2016;bb63;Entrada
9;Werkgebieden 2016;bb64;Bergwijkpark Diemen
10;Winkelgebieden 2017;W014;Binnenstad overig
10;Winkelgebieden 2017;W018;Staatliedenbuurt overig
10;Winkelgebieden 2017;W019;Spaarndammerbuurt overig
10;Winkelgebieden 2017;W020;Frederik Hendrikbuurt overig
10;Winkelgebieden 2017;W023;Westelijk Havengebied overig
10;Winkelgebieden 2017;W030;Kinkerbuurt overig
10;Winkelgebieden 2017;W031;Oud West overig
10;Winkelgebieden 2017;W035;De Pijp overig
10;Winkelgebieden 2017;W040;Oud Oost overig
10;Winkelgebieden 2017;W044;Oud Zeeburg overig
10;Winkelgebieden 2017;W045;Nieuw Zeeburg overig
10;Winkelgebieden 2017;W048;Bos en Lommer overig
10;Winkelgebieden 2017;W052;De Baarsjes overig
10;Winkelgebieden 2017;W059;Oud Zuid overig
10;Winkelgebieden 2017;W064;Rivierenbuurt overig
10;Winkelgebieden 2017;W067;Watergraafsmeer overig
10;Winkelgebieden 2017;W075;Noord overig
10;Winkelgebieden 2017;W082;Geuzenveld/Slotermeer overig
10;Winkelgebieden 2017;W087;Osdorp overig
10;Winkelgebieden 2017;W094;Slotervaart/Overtoomse Veld overig
10;Winkelgebieden 2017;W098;Buitenveldert overig
10;Winkelgebieden 2017;W107;Praxis Zuidoost
10;Winkelgebieden 2017;W108;Zuidoost overig
10;Winkelgebieden 2017;W351;Praxis Noordzeeweg
10;Winkelgebieden 2017;W352;Zuidas Noord overig gebied
10;Winkelgebieden 2017;W353;Gamma Nieuwe Hemweg
10;Winkelgebieden 2017;W356;Praxis Trompenburgerstraat
10;Winkelgebieden 2017;W357;Gamma Aletta Jacobslaan
10;Winkelgebieden 2017;W359;Riva-terrein Zuidoost
10;Winkelgebieden 2017;W409;Grimburgwal
